"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"4152",36,"services","married","secondary","unknown",19,1017,1,0,"no"
"4153",43,"blue-collar","married","primary","unknown",7,548,2,0,"no"
"4154",30,"technician","single","tertiary","cellular",11,213,4,0,"no"
"4155",32,"blue-collar","married","secondary","cellular",5,210,1,0,"no"
"4156",31,"management","single","tertiary","cellular",17,224,3,4,"no"
"4157",29,"management","single","secondary","unknown",16,541,19,0,"no"
"4158",48,"services","divorced","secondary","cellular",9,104,1,0,"no"
"4159",32,"services","single","secondary","cellular",15,171,1,0,"yes"
"4160",30,"housemaid","single","tertiary","cellular",7,387,2,0,"no"
"4161",48,"blue-collar","married","secondary","cellular",15,830,1,2,"yes"
"4162",51,"blue-collar","married","unknown","unknown",5,57,1,0,"no"
"4163",34,"management","married","tertiary","cellular",20,97,1,0,"yes"
"4164",35,"blue-collar","married","secondary","cellular",17,474,2,0,"no"
"4165",49,"management","single","primary","telephone",31,115,6,0,"no"
"4166",36,"unemployed","married","secondary","cellular",20,153,1,1,"no"
"4167",37,"blue-collar","divorced","secondary","cellular",20,106,2,1,"no"
"4168",37,"management","married","tertiary","unknown",29,645,2,0,"no"
"4169",49,"blue-collar","married","primary","unknown",9,210,2,0,"no"
"4170",44,"services","divorced","secondary","unknown",13,97,1,0,"no"
"4171",40,"student","married","secondary","cellular",19,52,1,6,"no"
"4172",57,"technician","married","secondary","cellular",2,223,1,4,"no"
"4173",39,"technician","married","secondary","cellular",11,126,2,0,"no"
"4174",38,"services","married","secondary","cellular",16,1473,6,0,"no"
"4175",51,"blue-collar","divorced","secondary","unknown",27,723,2,0,"no"
"4176",27,"blue-collar","single","secondary","cellular",22,279,2,0,"yes"
"4177",38,"blue-collar","single","tertiary","telephone",17,293,20,0,"no"
"4178",30,"technician","single","secondary","cellular",5,670,2,6,"yes"
"4179",36,"student","single","unknown","unknown",18,359,2,0,"no"
"4180",37,"unemployed","married","secondary","cellular",9,404,1,1,"yes"
"4181",53,"admin.","married","secondary","cellular",14,317,6,1,"no"
"4182",38,"unemployed","married","tertiary","cellular",30,830,1,0,"yes"
"4183",48,"management","married","tertiary","cellular",19,37,1,0,"no"
"4184",26,"housemaid","married","secondary","cellular",11,191,1,0,"no"
"4185",33,"blue-collar","single","secondary","unknown",16,767,2,0,"yes"
"4186",47,"technician","married","unknown","unknown",6,168,1,0,"no"
"4187",45,"management","divorced","tertiary","unknown",18,89,4,0,"no"
"4188",32,"blue-collar","divorced","secondary","unknown",2,746,2,0,"no"
"4189",69,"retired","married","unknown","telephone",9,225,1,1,"yes"
"4190",37,"blue-collar","married","secondary","unknown",6,219,2,0,"no"
"4191",45,"blue-collar","divorced","primary","cellular",21,211,2,0,"no"
"4192",36,"blue-collar","married","secondary","unknown",8,177,2,0,"no"
"4193",62,"self-employed","divorced","tertiary","cellular",13,216,1,4,"yes"
"4194",37,"management","married","tertiary","cellular",25,106,2,0,"no"
"4195",39,"services","divorced","secondary","cellular",9,869,1,0,"yes"
"4196",38,"technician","single","secondary","cellular",18,1173,3,6,"yes"
"4197",31,"management","married","tertiary","cellular",15,58,2,0,"no"
"4198",58,"blue-collar","divorced","primary","cellular",31,124,10,0,"no"
"4199",44,"management","single","tertiary","cellular",8,201,2,0,"no"
"4200",31,"blue-collar","married","secondary","unknown",16,688,1,0,"yes"
"4201",33,"technician","single","secondary","cellular",9,501,2,0,"yes"
"4202",36,"technician","single","tertiary","cellular",30,260,1,0,"yes"
"4203",31,"technician","single","secondary","cellular",4,139,1,0,"no"
"4204",45,"admin.","married","secondary","unknown",3,214,2,0,"no"
"4205",30,"technician","single","tertiary","cellular",21,142,1,0,"no"
"4206",34,"blue-collar","married","secondary","cellular",18,154,2,0,"no"
"4207",34,"management","married","tertiary","cellular",21,81,1,0,"no"
"4208",39,"admin.","divorced","secondary","cellular",30,69,6,0,"no"
"4209",41,"management","married","tertiary","cellular",27,136,8,0,"no"
"4210",32,"services","single","secondary","cellular",31,99,13,0,"no"
"4211",32,"management","single","tertiary","cellular",21,9,6,0,"no"
"4212",36,"blue-collar","married","primary","unknown",12,278,1,0,"no"
"4213",35,"admin.","married","tertiary","cellular",2,82,2,0,"no"
"4214",32,"management","single","tertiary","cellular",11,100,2,0,"yes"
"4215",33,"management","single","tertiary","cellular",19,171,1,1,"no"
"4216",49,"entrepreneur","married","primary","unknown",19,84,1,0,"no"
"4217",35,"management","married","tertiary","cellular",8,433,2,0,"no"
"4218",31,"technician","married","secondary","cellular",15,624,6,0,"no"
"4219",42,"management","married","secondary","cellular",23,698,2,0,"no"
"4220",34,"housemaid","married","primary","cellular",14,518,2,0,"yes"
"4221",32,"services","married","secondary","cellular",25,123,2,0,"no"
"4222",29,"management","single","tertiary","unknown",28,317,1,0,"no"
"4223",32,"services","single","secondary","cellular",20,8,3,0,"no"
"4224",50,"housemaid","single","unknown","telephone",28,118,8,0,"no"
"4225",58,"retired","married","secondary","cellular",28,294,2,2,"no"
"4226",59,"technician","married","secondary","cellular",30,815,1,1,"yes"
"4227",25,"student","married","tertiary","cellular",21,857,4,0,"yes"
"4228",57,"services","married","secondary","unknown",5,174,1,0,"no"
"4229",30,"blue-collar","single","secondary","cellular",5,1130,4,0,"no"
"4230",26,"services","single","secondary","cellular",7,13,5,0,"no"
"4231",50,"services","single","primary","unknown",7,198,2,0,"no"
"4232",39,"services","married","secondary","cellular",8,503,1,0,"no"
"4233",45,"blue-collar","married","primary","cellular",29,249,3,0,"no"
"4234",37,"management","divorced","tertiary","cellular",14,343,2,0,"no"
"4235",47,"blue-collar","divorced","primary","cellular",6,479,2,0,"no"
"4236",50,"technician","married","tertiary","cellular",3,116,2,1,"no"
"4237",40,"management","married","secondary","cellular",9,15,5,0,"no"
"4238",35,"blue-collar","married","primary","unknown",16,427,3,0,"no"
"4239",53,"management","married","tertiary","cellular",20,921,2,0,"yes"
"4240",35,"admin.","married","secondary","cellular",29,41,1,7,"no"
"4241",54,"technician","married","secondary","cellular",13,73,2,0,"no"
"4242",35,"admin.","single","secondary","cellular",25,65,2,0,"no"
"4243",31,"housemaid","married","unknown","telephone",7,94,2,0,"no"
"4244",46,"technician","divorced","secondary","unknown",15,192,3,0,"no"
"4245",52,"management","married","secondary","cellular",21,411,1,1,"yes"
"4246",34,"admin.","divorced","secondary","cellular",18,641,1,0,"yes"
"4247",46,"services","divorced","secondary","cellular",29,305,2,0,"no"
"4248",54,"self-employed","married","secondary","cellular",17,472,1,2,"no"
"4249",37,"admin.","married","tertiary","cellular",21,115,1,0,"no"
"4250",39,"admin.","married","tertiary","telephone",23,141,1,0,"no"
"4251",50,"technician","married","tertiary","telephone",31,24,14,0,"no"
"4252",44,"technician","divorced","secondary","cellular",28,264,5,0,"no"
"4253",56,"admin.","married","secondary","unknown",29,66,2,0,"no"
"4254",40,"services","married","tertiary","cellular",3,318,4,3,"no"
"4255",36,"services","married","secondary","unknown",4,622,1,0,"no"
"4256",33,"management","married","tertiary","cellular",11,104,4,0,"no"
"4257",33,"blue-collar","single","secondary","cellular",2,76,2,0,"no"
"4258",42,"services","married","secondary","unknown",7,149,1,0,"no"
"4259",30,"self-employed","single","tertiary","unknown",16,601,1,0,"no"
"4260",33,"admin.","single","secondary","cellular",5,509,2,0,"no"
"4261",26,"blue-collar","single","secondary","unknown",27,174,1,0,"no"
"4262",26,"admin.","single","secondary","cellular",7,57,2,0,"no"
"4263",37,"services","married","secondary","cellular",31,187,2,0,"no"
"4264",59,"retired","married","primary","cellular",5,493,2,0,"yes"
"4265",49,"blue-collar","married","primary","cellular",31,18,44,0,"no"
"4266",33,"blue-collar","single","primary","cellular",20,257,1,0,"no"
"4267",46,"technician","single","secondary","cellular",11,196,2,0,"no"
"4268",55,"entrepreneur","married","primary","unknown",8,144,3,0,"no"
"4269",49,"services","married","tertiary","cellular",18,285,7,0,"no"
"4270",51,"technician","married","secondary","unknown",16,627,1,0,"no"
"4271",27,"admin.","married","secondary","unknown",27,136,2,0,"no"
"4272",44,"technician","married","secondary","unknown",20,27,3,0,"no"
"4273",40,"services","single","secondary","cellular",12,88,2,1,"no"
"4274",36,"management","married","tertiary","unknown",8,362,1,0,"no"
"4275",46,"admin.","single","secondary","unknown",5,214,5,0,"no"
"4276",30,"services","single","secondary","cellular",20,404,6,1,"no"
"4277",35,"admin.","married","secondary","unknown",24,103,6,0,"no"
"4278",31,"technician","single","secondary","cellular",7,356,2,3,"no"
"4279",37,"admin.","married","secondary","cellular",21,219,1,0,"no"
"4280",49,"blue-collar","married","unknown","unknown",7,984,1,0,"no"
"4281",27,"services","single","secondary","cellular",22,60,2,0,"no"
"4282",32,"blue-collar","married","secondary","cellular",12,145,1,0,"no"
"4283",70,"retired","divorced","secondary","telephone",5,252,3,1,"no"
"4284",22,"technician","single","secondary","telephone",12,129,1,0,"no"
"4285",58,"blue-collar","married","secondary","telephone",31,77,13,0,"no"
"4286",33,"blue-collar","married","secondary","unknown",21,226,1,0,"no"
"4287",83,"retired","divorced","primary","telephone",31,664,1,3,"no"
"4288",50,"management","divorced","tertiary","cellular",13,157,1,3,"no"
"4289",53,"blue-collar","married","secondary","cellular",9,205,1,0,"no"
"4290",37,"management","single","tertiary","cellular",26,484,2,0,"no"
"4291",55,"services","divorced","primary","unknown",6,800,1,0,"no"
"4292",49,"admin.","married","secondary","unknown",13,231,1,0,"yes"
"4293",41,"blue-collar","married","primary","cellular",7,102,1,0,"no"
"4294",40,"management","single","tertiary","unknown",27,240,3,0,"no"
"4295",48,"management","married","tertiary","unknown",5,350,2,0,"no"
"4296",27,"student","single","secondary","cellular",7,458,2,1,"no"
"4297",30,"management","single","tertiary","unknown",3,366,1,0,"no"
"4298",37,"entrepreneur","single","secondary","telephone",4,115,1,0,"no"
"4299",37,"services","single","secondary","unknown",17,260,4,0,"no"
"4300",40,"blue-collar","married","secondary","unknown",5,327,2,0,"no"
"4301",73,"retired","married","unknown","telephone",16,434,1,1,"yes"
"4302",50,"management","married","tertiary","cellular",21,166,1,0,"no"
"4303",53,"blue-collar","married","primary","cellular",18,171,7,0,"no"
"4304",47,"blue-collar","married","secondary","cellular",11,577,1,1,"no"
"4305",33,"technician","divorced","secondary","cellular",21,224,8,0,"no"
"4306",50,"blue-collar","married","unknown","telephone",31,1088,17,0,"yes"
"4307",51,"blue-collar","married","primary","cellular",13,79,1,1,"no"
"4308",42,"housemaid","divorced","tertiary","cellular",18,52,1,0,"no"
"4309",34,"technician","single","secondary","telephone",11,259,4,0,"no"
"4310",44,"technician","married","secondary","cellular",5,163,1,0,"no"
"4311",32,"admin.","married","secondary","cellular",17,159,2,2,"no"
"4312",60,"retired","married","tertiary","cellular",19,54,2,0,"no"
"4313",60,"retired","divorced","tertiary","cellular",10,421,6,0,"no"
"4314",29,"blue-collar","single","secondary","cellular",21,574,1,0,"yes"
"4315",39,"management","single","secondary","cellular",29,70,2,0,"no"
"4316",47,"blue-collar","married","primary","cellular",13,310,2,0,"no"
"4317",30,"admin.","married","tertiary","cellular",7,223,1,0,"no"
"4318",31,"technician","single","tertiary","cellular",3,39,1,0,"no"
"4319",34,"management","single","tertiary","cellular",19,181,6,0,"no"
"4320",51,"admin.","married","secondary","unknown",2,151,3,0,"no"
"4321",38,"blue-collar","married","secondary","unknown",16,270,15,0,"no"
"4322",47,"admin.","single","secondary","cellular",18,110,5,0,"no"
"4323",46,"housemaid","single","tertiary","telephone",15,94,2,0,"no"
"4324",33,"management","married","tertiary","cellular",16,90,2,0,"no"
"4325",30,"management","married","tertiary","cellular",25,115,6,0,"no"
"4326",40,"technician","married","secondary","cellular",24,220,2,2,"no"
"4327",38,"blue-collar","single","secondary","cellular",17,291,4,1,"no"
"4328",63,"retired","divorced","secondary","cellular",8,506,1,0,"yes"
"4329",33,"management","married","tertiary","cellular",21,151,2,0,"no"
"4330",59,"retired","married","secondary","unknown",5,812,1,0,"yes"
"4331",29,"management","single","tertiary","cellular",18,119,1,0,"no"
"4332",54,"services","divorced","secondary","cellular",12,33,3,2,"no"
"4333",57,"technician","married","secondary","unknown",30,352,3,0,"no"
"4334",57,"blue-collar","married","primary","unknown",6,383,1,0,"no"
"4335",28,"services","single","secondary","unknown",16,21,3,0,"no"
"4336",30,"technician","single","secondary","cellular",18,266,1,2,"no"
"4337",28,"blue-collar","married","secondary","unknown",7,866,2,0,"no"
"4338",45,"services","divorced","primary","unknown",20,10,3,0,"no"
"4339",29,"services","divorced","secondary","cellular",7,240,1,0,"no"
"4340",42,"blue-collar","married","primary","unknown",9,291,4,0,"no"
"4341",31,"blue-collar","married","secondary","unknown",2,115,2,0,"no"
"4342",59,"housemaid","divorced","primary","unknown",5,366,2,0,"no"
"4343",41,"blue-collar","married","primary","unknown",15,153,1,0,"no"
"4344",57,"housemaid","married","secondary","cellular",22,197,2,0,"no"
"4345",43,"services","divorced","secondary","cellular",31,106,4,0,"no"
"4346",30,"services","divorced","secondary","cellular",14,41,2,0,"no"
"4347",26,"admin.","single","secondary","telephone",28,112,1,0,"no"
"4348",52,"management","single","tertiary","cellular",28,30,9,0,"no"
"4349",32,"entrepreneur","divorced","secondary","cellular",16,211,3,0,"no"
"4350",39,"management","divorced","tertiary","cellular",25,313,5,0,"no"
"4351",31,"blue-collar","married","secondary","cellular",21,252,1,4,"no"
"4352",83,"retired","divorced","primary","telephone",5,181,1,0,"yes"
"4353",34,"management","married","tertiary","cellular",28,118,4,0,"no"
"4354",40,"blue-collar","married","secondary","cellular",17,57,1,0,"no"
"4355",39,"self-employed","married","secondary","cellular",11,102,2,0,"no"
"4356",50,"unemployed","married","secondary","cellular",9,239,4,0,"yes"
"4357",30,"technician","married","tertiary","cellular",7,187,3,0,"no"
"4358",43,"blue-collar","married","secondary","cellular",15,66,2,0,"no"
"4359",49,"blue-collar","married","secondary","unknown",21,206,6,0,"no"
"4360",41,"retired","single","primary","cellular",8,239,1,2,"no"
"4361",35,"blue-collar","married","secondary","cellular",18,7,7,25,"no"
"4362",57,"retired","married","tertiary","cellular",19,260,2,0,"no"
"4363",29,"entrepreneur","married","secondary","unknown",27,347,1,0,"no"
"4364",48,"admin.","married","secondary","unknown",7,697,2,0,"no"
"4365",38,"entrepreneur","divorced","tertiary","cellular",8,182,3,0,"no"
"4366",41,"entrepreneur","married","primary","cellular",21,549,2,0,"yes"
"4367",39,"housemaid","married","primary","unknown",9,1151,5,0,"no"
"4368",31,"management","married","tertiary","cellular",11,445,1,0,"no"
"4369",51,"technician","married","secondary","unknown",13,213,5,0,"no"
"4370",35,"unemployed","single","secondary","cellular",13,409,2,0,"no"
"4371",45,"admin.","divorced","secondary","cellular",24,873,8,0,"yes"
"4372",28,"blue-collar","married","secondary","unknown",12,147,5,0,"no"
"4373",57,"retired","married","secondary","cellular",14,85,2,0,"no"
"4374",36,"unemployed","married","secondary","cellular",30,339,3,0,"no"
"4375",49,"technician","married","primary","unknown",8,96,1,0,"no"
