age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
52,blue-collar,married,primary,cellular,29,213,2,0,no
39,management,single,secondary,unknown,29,587,4,0,no
58,retired,married,primary,unknown,11,199,6,0,no
41,technician,divorced,secondary,cellular,20,261,2,0,no
48,technician,married,secondary,telephone,31,5,3,0,no
58,management,married,tertiary,cellular,17,1531,1,0,no
40,self-employed,married,primary,unknown,13,92,1,0,no
48,management,married,tertiary,cellular,6,179,2,0,no
52,blue-collar,divorced,primary,unknown,15,41,1,0,no
50,self-employed,married,secondary,cellular,29,197,2,3,no
25,technician,single,secondary,cellular,9,144,5,0,no
54,retired,married,primary,unknown,12,255,1,0,no
34,services,married,secondary,unknown,8,56,2,0,no
48,management,married,tertiary,cellular,15,20,6,2,no
37,admin.,married,tertiary,cellular,11,331,7,0,no
66,retired,married,tertiary,cellular,28,216,1,4,yes
32,management,single,tertiary,unknown,8,64,1,0,no
45,blue-collar,married,secondary,unknown,3,34,1,0,no
43,blue-collar,single,secondary,cellular,12,68,1,1,no
41,management,married,tertiary,unknown,7,764,3,0,no
40,technician,divorced,tertiary,cellular,17,64,1,0,no
44,services,single,secondary,unknown,8,257,2,0,no
43,blue-collar,married,primary,cellular,12,58,3,5,no
32,services,married,secondary,cellular,8,529,5,0,no
57,admin.,married,secondary,telephone,15,8,7,0,no
31,blue-collar,single,tertiary,unknown,19,147,1,0,no
31,admin.,single,secondary,unknown,21,132,1,0,no
41,admin.,married,tertiary,unknown,16,286,1,0,no
44,management,married,tertiary,unknown,18,476,1,0,no
54,entrepreneur,married,unknown,cellular,19,221,5,0,no
37,blue-collar,divorced,secondary,cellular,21,146,4,0,yes
34,management,married,secondary,unknown,27,532,2,0,no
43,technician,married,secondary,cellular,25,69,6,0,no
44,management,married,tertiary,cellular,17,157,2,1,no
44,services,married,secondary,cellular,25,485,1,0,no
53,admin.,divorced,secondary,cellular,7,56,1,1,no
36,technician,married,secondary,cellular,31,69,1,0,no
58,technician,divorced,secondary,cellular,5,131,2,0,no
26,student,single,secondary,unknown,4,95,2,0,no
34,technician,single,secondary,cellular,19,294,3,0,no
55,blue-collar,married,primary,cellular,6,146,1,2,no
55,blue-collar,married,secondary,unknown,30,58,2,0,no
34,entrepreneur,married,tertiary,unknown,28,249,2,0,no
41,entrepreneur,divorced,secondary,unknown,20,10,8,0,no
38,housemaid,divorced,secondary,cellular,27,255,3,1,yes
28,blue-collar,single,secondary,cellular,3,337,4,0,no
41,technician,married,secondary,cellular,2,142,1,0,no
30,admin.,married,tertiary,cellular,24,209,2,0,no
39,technician,married,unknown,unknown,30,825,2,0,no
41,admin.,married,secondary,unknown,5,87,1,0,no
36,technician,married,secondary,unknown,23,219,4,0,no
37,management,married,tertiary,unknown,21,143,1,0,no
59,self-employed,married,tertiary,cellular,9,70,1,0,no
26,technician,single,secondary,unknown,27,371,2,0,no
43,technician,married,secondary,cellular,4,539,8,5,no
42,management,married,secondary,cellular,5,176,1,0,no
46,blue-collar,married,unknown,cellular,5,725,3,0,yes
31,admin.,married,secondary,cellular,16,101,7,0,no
43,unemployed,married,secondary,cellular,5,169,2,0,no
48,blue-collar,single,tertiary,unknown,4,15,1,0,no
41,blue-collar,married,secondary,cellular,20,234,5,0,no
32,self-employed,married,tertiary,cellular,22,171,15,0,no
45,technician,married,tertiary,cellular,28,14,3,0,no
52,admin.,single,unknown,cellular,24,242,2,0,yes
37,self-employed,married,secondary,cellular,27,155,15,0,no
38,blue-collar,divorced,secondary,cellular,11,580,1,1,no
36,services,single,secondary,unknown,7,223,2,0,no
58,retired,married,secondary,cellular,18,297,1,0,no
37,management,married,tertiary,cellular,8,124,2,0,no
30,technician,single,secondary,cellular,2,465,2,0,no
47,technician,married,secondary,cellular,10,330,1,0,no
40,technician,married,secondary,cellular,20,153,2,2,no
42,management,divorced,tertiary,unknown,19,131,2,0,no
54,blue-collar,married,secondary,cellular,5,98,1,0,no
53,entrepreneur,married,primary,telephone,10,230,3,0,yes
33,blue-collar,divorced,secondary,cellular,22,400,2,0,no
30,technician,single,tertiary,cellular,30,284,1,1,no
39,services,divorced,secondary,cellular,17,243,1,0,no
32,blue-collar,married,secondary,cellular,15,16,9,1,no
34,technician,single,secondary,cellular,7,274,2,0,no
39,self-employed,single,tertiary,cellular,30,122,3,0,no
75,retired,married,secondary,telephone,15,219,2,0,no
33,admin.,divorced,secondary,cellular,16,301,3,0,no
40,services,married,secondary,cellular,21,7,8,1,no
37,technician,married,unknown,unknown,19,374,3,0,no
69,retired,married,primary,telephone,12,26,1,0,no
52,unemployed,married,primary,telephone,28,172,1,0,no
31,admin.,divorced,secondary,cellular,15,332,1,2,no
28,technician,single,secondary,cellular,22,253,1,5,no
29,management,single,tertiary,cellular,16,200,2,3,no
46,services,married,secondary,cellular,19,405,2,0,no
28,blue-collar,married,secondary,unknown,27,132,2,0,no
41,admin.,married,secondary,unknown,20,89,1,0,no
42,technician,divorced,secondary,cellular,5,86,1,0,no
34,admin.,single,secondary,cellular,7,147,4,0,no
28,blue-collar,married,secondary,unknown,6,369,2,0,yes
43,management,single,secondary,unknown,27,64,3,0,no
32,technician,married,secondary,cellular,26,98,14,0,no
33,technician,single,tertiary,telephone,29,66,2,0,no
70,retired,married,secondary,cellular,27,149,2,1,no
36,services,married,secondary,telephone,26,240,3,4,no
53,technician,married,secondary,cellular,26,87,6,0,no
30,blue-collar,single,secondary,cellular,21,816,1,0,no
45,services,divorced,secondary,unknown,3,155,2,0,no
31,services,single,secondary,cellular,20,106,2,2,no
28,admin.,married,secondary,cellular,30,73,3,3,no
45,blue-collar,married,primary,unknown,23,574,5,0,no
51,management,married,tertiary,unknown,1,8,1,2,no
53,management,married,primary,unknown,20,14,3,0,no
40,technician,married,secondary,unknown,16,731,4,0,no
53,blue-collar,married,primary,cellular,7,208,1,1,no
31,blue-collar,divorced,secondary,cellular,29,821,1,0,no
30,management,married,tertiary,cellular,21,137,4,0,no
53,entrepreneur,married,secondary,unknown,9,101,3,0,no
40,blue-collar,married,primary,cellular,14,173,6,23,no
26,management,single,secondary,unknown,6,582,11,0,no
47,blue-collar,married,secondary,cellular,21,676,1,0,no
51,management,married,tertiary,cellular,16,384,1,5,no
45,unemployed,married,primary,unknown,27,62,2,0,no
35,management,married,tertiary,cellular,21,295,3,0,no
36,management,single,tertiary,unknown,23,241,2,0,no
57,admin.,married,secondary,telephone,8,132,7,0,no
42,blue-collar,married,primary,telephone,31,175,2,0,no
32,blue-collar,married,secondary,cellular,16,648,1,1,yes
30,management,married,tertiary,cellular,29,251,2,0,yes
36,technician,married,secondary,cellular,14,184,2,0,no
43,technician,married,secondary,cellular,14,119,3,0,no
69,retired,single,tertiary,cellular,29,417,1,4,yes
31,technician,single,tertiary,cellular,15,95,1,0,no
35,technician,married,secondary,cellular,14,125,2,0,no
26,entrepreneur,married,tertiary,cellular,6,207,1,2,no
46,technician,married,secondary,cellular,21,162,5,0,no
30,technician,married,secondary,cellular,18,176,1,0,no
33,management,single,tertiary,cellular,22,107,6,0,no
34,management,married,tertiary,cellular,17,28,1,1,no
48,blue-collar,married,primary,unknown,15,1231,2,0,no
31,management,married,tertiary,cellular,20,200,4,0,no
46,management,divorced,tertiary,unknown,26,103,2,0,no
40,services,married,secondary,unknown,11,150,2,0,no
39,entrepreneur,married,secondary,cellular,21,108,7,0,no
33,technician,single,secondary,cellular,4,124,1,1,no
50,blue-collar,married,primary,cellular,29,309,2,1,no
84,retired,divorced,primary,telephone,18,353,3,0,yes
40,blue-collar,married,primary,telephone,21,742,4,0,no
55,management,married,tertiary,cellular,4,200,1,0,no
40,services,divorced,secondary,unknown,30,177,1,0,no
46,admin.,married,primary,telephone,4,151,2,0,no
43,self-employed,single,tertiary,unknown,19,147,1,0,no
34,blue-collar,married,secondary,unknown,29,193,6,0,no
35,technician,single,secondary,cellular,22,112,2,0,no
57,retired,married,unknown,unknown,19,108,1,0,no
25,student,single,secondary,cellular,22,107,2,0,yes
32,self-employed,married,tertiary,unknown,6,106,2,0,no
52,retired,single,secondary,cellular,12,463,3,0,no
31,self-employed,single,tertiary,cellular,20,131,3,0,no
34,management,married,tertiary,cellular,30,140,2,0,no
42,technician,divorced,secondary,cellular,19,163,4,0,no
47,blue-collar,divorced,primary,unknown,3,2456,2,0,yes
50,self-employed,divorced,tertiary,cellular,20,76,1,0,yes
30,technician,married,secondary,cellular,16,435,1,0,yes
33,services,single,secondary,cellular,7,302,1,3,no
56,technician,single,tertiary,unknown,9,306,1,0,no
34,admin.,divorced,secondary,cellular,15,259,3,0,no
33,technician,married,secondary,cellular,8,502,2,0,no
32,management,single,tertiary,cellular,11,72,2,1,no
34,management,married,tertiary,cellular,4,265,1,0,no
37,technician,married,secondary,cellular,31,413,2,0,no
30,management,married,secondary,cellular,12,756,3,0,no
29,blue-collar,married,secondary,unknown,14,241,2,0,no
56,unemployed,divorced,primary,telephone,3,258,2,0,no
31,management,married,tertiary,cellular,25,137,16,0,no
36,housemaid,married,secondary,unknown,12,283,1,0,no
51,blue-collar,divorced,secondary,unknown,30,247,2,0,no
54,self-employed,divorced,primary,telephone,18,193,4,0,no
37,management,married,tertiary,cellular,11,129,4,2,no
32,technician,married,tertiary,cellular,8,209,2,0,no
42,self-employed,married,tertiary,unknown,17,31,1,0,no
29,blue-collar,married,secondary,cellular,21,88,5,0,no
52,blue-collar,married,primary,cellular,12,22,5,0,no
40,technician,married,secondary,unknown,20,234,5,0,no
30,services,married,secondary,unknown,3,23,1,0,no
55,entrepreneur,divorced,secondary,cellular,7,353,2,0,yes
49,management,married,tertiary,unknown,6,221,2,0,no
33,technician,married,tertiary,cellular,25,196,1,4,no
32,services,single,secondary,cellular,20,395,1,0,no
21,student,single,secondary,cellular,14,126,3,7,no
42,technician,married,secondary,cellular,3,13,5,0,no
56,self-employed,married,secondary,cellular,9,170,1,0,no
30,entrepreneur,single,secondary,cellular,14,358,6,0,no
55,retired,married,secondary,cellular,28,159,1,0,no
43,blue-collar,married,primary,cellular,12,225,3,0,no
53,unemployed,married,secondary,cellular,10,493,1,14,yes
57,retired,married,secondary,telephone,11,585,1,2,yes
39,self-employed,single,unknown,unknown,20,13,11,0,no
56,technician,divorced,tertiary,telephone,20,26,1,0,no
29,services,single,unknown,unknown,1,161,1,0,no
38,blue-collar,married,primary,unknown,12,122,1,0,no
59,management,married,tertiary,cellular,19,456,2,0,no
42,technician,single,unknown,unknown,3,26,7,0,no
46,blue-collar,married,primary,unknown,12,51,9,0,no
31,admin.,married,secondary,cellular,28,37,12,0,no
35,services,divorced,secondary,cellular,14,150,1,1,no
50,self-employed,married,secondary,cellular,13,104,10,0,no
42,blue-collar,married,primary,cellular,13,721,1,0,no
36,services,single,secondary,unknown,20,9,13,0,no
25,admin.,single,tertiary,cellular,26,68,1,0,no
42,management,single,tertiary,cellular,4,74,3,0,no
27,student,single,tertiary,cellular,11,146,3,1,no
32,blue-collar,married,primary,unknown,2,777,4,0,yes
57,management,married,tertiary,unknown,8,339,2,0,no
48,blue-collar,married,secondary,cellular,13,78,2,0,no
34,blue-collar,divorced,secondary,unknown,26,248,2,0,no
33,services,married,secondary,unknown,20,201,1,0,no
26,technician,single,secondary,unknown,20,18,9,0,no
50,blue-collar,married,secondary,cellular,26,83,4,0,no
60,technician,single,tertiary,cellular,8,233,2,0,no
47,management,married,tertiary,cellular,17,174,2,0,no
31,management,married,tertiary,cellular,18,89,1,0,no
52,technician,married,tertiary,cellular,9,145,3,4,no
36,services,married,secondary,unknown,19,1017,1,0,no
43,blue-collar,married,primary,unknown,7,548,2,0,no
30,technician,single,tertiary,cellular,11,213,4,0,no
32,blue-collar,married,secondary,cellular,5,210,1,0,no
31,management,single,tertiary,cellular,17,224,3,4,no
29,management,single,secondary,unknown,16,541,19,0,no
48,services,divorced,secondary,cellular,9,104,1,0,no
32,services,single,secondary,cellular,15,171,1,0,yes
30,housemaid,single,tertiary,cellular,7,387,2,0,no
48,blue-collar,married,secondary,cellular,15,830,1,2,yes
51,blue-collar,married,unknown,unknown,5,57,1,0,no
34,management,married,tertiary,cellular,20,97,1,0,yes
35,blue-collar,married,secondary,cellular,17,474,2,0,no
49,management,single,primary,telephone,31,115,6,0,no
36,unemployed,married,secondary,cellular,20,153,1,1,no
37,blue-collar,divorced,secondary,cellular,20,106,2,1,no
37,management,married,tertiary,unknown,29,645,2,0,no
49,blue-collar,married,primary,unknown,9,210,2,0,no
44,services,divorced,secondary,unknown,13,97,1,0,no
40,student,married,secondary,cellular,19,52,1,6,no
57,technician,married,secondary,cellular,2,223,1,4,no
39,technician,married,secondary,cellular,11,126,2,0,no
38,services,married,secondary,cellular,16,1473,6,0,no
51,blue-collar,divorced,secondary,unknown,27,723,2,0,no
27,blue-collar,single,secondary,cellular,22,279,2,0,yes
38,blue-collar,single,tertiary,telephone,17,293,20,0,no
30,technician,single,secondary,cellular,5,670,2,6,yes
36,student,single,unknown,unknown,18,359,2,0,no
37,unemployed,married,secondary,cellular,9,404,1,1,yes
53,admin.,married,secondary,cellular,14,317,6,1,no
38,unemployed,married,tertiary,cellular,30,830,1,0,yes
48,management,married,tertiary,cellular,19,37,1,0,no
26,housemaid,married,secondary,cellular,11,191,1,0,no
33,blue-collar,single,secondary,unknown,16,767,2,0,yes
47,technician,married,unknown,unknown,6,168,1,0,no
45,management,divorced,tertiary,unknown,18,89,4,0,no
32,blue-collar,divorced,secondary,unknown,2,746,2,0,no
69,retired,married,unknown,telephone,9,225,1,1,yes
37,blue-collar,married,secondary,unknown,6,219,2,0,no
45,blue-collar,divorced,primary,cellular,21,211,2,0,no
36,blue-collar,married,secondary,unknown,8,177,2,0,no
62,self-employed,divorced,tertiary,cellular,13,216,1,4,yes
37,management,married,tertiary,cellular,25,106,2,0,no
39,services,divorced,secondary,cellular,9,869,1,0,yes
38,technician,single,secondary,cellular,18,1173,3,6,yes
31,management,married,tertiary,cellular,15,58,2,0,no
58,blue-collar,divorced,primary,cellular,31,124,10,0,no
44,management,single,tertiary,cellular,8,201,2,0,no
31,blue-collar,married,secondary,unknown,16,688,1,0,yes
33,technician,single,secondary,cellular,9,501,2,0,yes
36,technician,single,tertiary,cellular,30,260,1,0,yes
31,technician,single,secondary,cellular,4,139,1,0,no
45,admin.,married,secondary,unknown,3,214,2,0,no
30,technician,single,tertiary,cellular,21,142,1,0,no
34,blue-collar,married,secondary,cellular,18,154,2,0,no
34,management,married,tertiary,cellular,21,81,1,0,no
39,admin.,divorced,secondary,cellular,30,69,6,0,no
41,management,married,tertiary,cellular,27,136,8,0,no
32,services,single,secondary,cellular,31,99,13,0,no
32,management,single,tertiary,cellular,21,9,6,0,no
36,blue-collar,married,primary,unknown,12,278,1,0,no
35,admin.,married,tertiary,cellular,2,82,2,0,no
32,management,single,tertiary,cellular,11,100,2,0,yes
33,management,single,tertiary,cellular,19,171,1,1,no
49,entrepreneur,married,primary,unknown,19,84,1,0,no
35,management,married,tertiary,cellular,8,433,2,0,no
31,technician,married,secondary,cellular,15,624,6,0,no
42,management,married,secondary,cellular,23,698,2,0,no
34,housemaid,married,primary,cellular,14,518,2,0,yes
32,services,married,secondary,cellular,25,123,2,0,no
29,management,single,tertiary,unknown,28,317,1,0,no
32,services,single,secondary,cellular,20,8,3,0,no
50,housemaid,single,unknown,telephone,28,118,8,0,no
58,retired,married,secondary,cellular,28,294,2,2,no
59,technician,married,secondary,cellular,30,815,1,1,yes
25,student,married,tertiary,cellular,21,857,4,0,yes
57,services,married,secondary,unknown,5,174,1,0,no
30,blue-collar,single,secondary,cellular,5,1130,4,0,no
26,services,single,secondary,cellular,7,13,5,0,no
50,services,single,primary,unknown,7,198,2,0,no
39,services,married,secondary,cellular,8,503,1,0,no
45,blue-collar,married,primary,cellular,29,249,3,0,no
37,management,divorced,tertiary,cellular,14,343,2,0,no
47,blue-collar,divorced,primary,cellular,6,479,2,0,no
50,technician,married,tertiary,cellular,3,116,2,1,no
40,management,married,secondary,cellular,9,15,5,0,no
35,blue-collar,married,primary,unknown,16,427,3,0,no
53,management,married,tertiary,cellular,20,921,2,0,yes
35,admin.,married,secondary,cellular,29,41,1,7,no
54,technician,married,secondary,cellular,13,73,2,0,no
35,admin.,single,secondary,cellular,25,65,2,0,no
31,housemaid,married,unknown,telephone,7,94,2,0,no
46,technician,divorced,secondary,unknown,15,192,3,0,no
52,management,married,secondary,cellular,21,411,1,1,yes
34,admin.,divorced,secondary,cellular,18,641,1,0,yes
46,services,divorced,secondary,cellular,29,305,2,0,no
54,self-employed,married,secondary,cellular,17,472,1,2,no
